ID,Año_del_hecho,Sexo_de_la_victima,Grupo_de_edad_de_la_victima,Mes_del_hecho,Dia_del_hecho,Departamento_del_hecho,Municipio_del_hecho,Lesion_fatal_de_causa_externa,Estado
320,2016,Hombre,(20 a 24),Enero,Viernes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
321,2016,Hombre,(45 a 49),Enero,Lunes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
322,2016,Hombre,(25 a 29),Enero,Lunes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
323,2016,Hombre,(25 a 29),Enero,Miércoles,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
324,2016,Hombre,(25 a 29),Enero,Miércoles,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
325,2016,Hombre,(35 a 39),Enero,Jueves,Bolívar,Arjona,Violenta - Homicidios,Datos definitivos
326,2016,Mujer,(25 a 29),Enero,Viernes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
327,2016,Hombre,(35 a 39),Enero,Viernes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
328,2016,Hombre,(15 a 17),Enero,Viernes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
329,2016,Hombre,(40 a 44),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
330,2016,Hombre,(25 a 29),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
331,2016,Hombre,(25 a 29),Enero,Domingo,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
332,2016,Hombre,(40 a 44),Enero,Martes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
333,2016,Hombre,(25 a 29),Enero,Miércoles,Bolívar,Santa Catalina,Violenta - Homicidios,Datos definitivos
334,2016,Hombre,(45 a 49),Enero,Miércoles,Bolívar,Santa Catalina,Violenta - Homicidios,Datos definitivos
335,2016,Hombre,(35 a 39),Enero,Jueves,Bolívar,Turbaco,Violenta - Homicidios,Datos definitivos
336,2016,Hombre,(25 a 29),Enero,Jueves,Bolívar,Turbaco,Violenta - Homicidios,Datos definitivos
337,2016,Hombre,(30 a 34),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
338,2016,Hombre,(20 a 24),Enero,Sábado,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
339,2016,Hombre,(70 a 74),Enero,Domingo,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
340,2016,Hombre,(35 a 39),Enero,Lunes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
341,2016,Hombre,(20 a 24),Enero,Martes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
342,2016,Hombre,(15 a 17),Enero,Martes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
343,2016,Hombre,(18 a 19),Enero,Martes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
344,2016,Hombre,(15 a 17),Enero,Martes,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
345,2016,Hombre,(25 a 29),Enero,Jueves,Bolívar,Cartagena de Indias,Violenta - Homicidios,Datos definitivos
346,2016,Hombre,(25 a 29),Enero,Viernes,Valle del Cauca,Obando,Violenta - Homicidios,Datos definitivos
347,2016,Hombre,(45 a 49),Enero,Viernes,Valle del Cauca,El Águila,Violenta - Homicidios,Datos definitivos
348,2016,Hombre,(35 a 39),Enero,Viernes,Valle del Cauca,Cartago,Violenta - Homicidios,Datos definitivos
349,2016,Hombre,(15 a 17),Enero,Miércoles,Valle del Cauca,Cartago,Violenta - Homicidios,Datos definitivos
350,2016,Hombre,(35 a 39),Enero,Jueves,Valle del Cauca,Cartago,Violenta - Homicidios,Datos definitivos
351,2016,Hombre,(30 a 34),Enero,Viernes,Valle del Cauca,Alcalá,Violenta - Homicidios,Datos definitivos
352,2016,Hombre,(50 a 54),Enero,Lunes,Valle del Cauca,Obando,Violenta - Homicidios,Datos definitivos
353,2016,Hombre,(35 a 39),Enero,Viernes,Valle del Cauca,Cartago,Violenta - Homicidios,Datos definitivos
354,2016,Hombre,(20 a 24),Enero,Lunes,Valle del Cauca,Obando,Violenta - Homicidios,Datos definitivos
355,2016,Hombre,(75 a 79),Enero,Viernes,Valle del Cauca,Argelia,Violenta - Homicidios,Datos definitivos
356,2016,Hombre,(18 a 19),Enero,Sábado,Antioquia,Caucasia,Violenta - Homicidios,Datos definitivos
357,2016,Hombre,(20 a 24),Enero,Jueves,Córdoba,Cereté,Violenta - Homicidios,Datos definitivos
358,2016,Hombre,(20 a 24),Enero,Miércoles,Córdoba,Cereté,Violenta - Homicidios,Datos definitivos
359,2016,Mujer,(40 a 44),Enero,Sábado,Antioquia,Chigorodó,Violenta - Homicidios,Datos definitivos
360,2016,Hombre,(25 a 29),Enero,Viernes,Caldas,Chinchiná,Violenta - Homicidios,Datos definitivos
361,2016,Mujer,(35 a 39),Enero,Viernes,Caldas,Chinchiná,Violenta - Homicidios,Datos definitivos
362,2016,Hombre,(30 a 34),Enero,Viernes,Cesar,Curumaní,Violenta - Homicidios,Datos definitivos
363,2016,Hombre,(40 a 44),Enero,Sábado,Cundinamarca,Villapinzón,Violenta - Homicidios,Datos definitivos
364,2016,Mujer,Por determinar,Enero,Miércoles,Cundinamarca,Guatavita,Violenta - Homicidios,Datos definitivos
365,2016,Hombre,(45 a 49),Enero,Sábado,Magdalena,Zona Bananera,Violenta - Homicidios,Datos definitivos
366,2016,Hombre,(50 a 54),Enero,Miércoles,Magdalena,Ciénaga,Violenta - Homicidios,Datos definitivos
367,2016,Hombre,(30 a 34),Enero,Domingo,Santander,Landázuri,Violenta - Homicidios,Datos definitivos
368,2016,Hombre,(55 a 59),Enero,Sábado,Antioquia,Puerto Berrío,Violenta - Homicidios,Datos definitivos
369,2016,Hombre,(20 a 24),Enero,Viernes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
370,2016,Hombre,(30 a 34),Enero,Viernes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
371,2016,Hombre,(30 a 34),Enero,Lunes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
372,2016,Hombre,(35 a 39),Enero,Viernes,Norte de Santander,Chitagá,Violenta - Homicidios,Datos definitivos
373,2016,Hombre,(25 a 29),Enero,Martes,Norte de Santander,Salazar,Violenta - Homicidios,Datos definitivos
374,2016,Hombre,(65 a 69),Enero,Martes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
375,2016,Hombre,(45 a 49),Enero,Miércoles,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
376,2016,Hombre,(25 a 29),Enero,Jueves,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
377,2016,Hombre,(20 a 24),Enero,Jueves,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
378,2016,Hombre,(20 a 24),Enero,Viernes,Norte de Santander,Teorama,Violenta - Homicidios,Datos definitivos
379,2016,Hombre,(30 a 34),Enero,Viernes,Norte de Santander,Teorama,Violenta - Homicidios,Datos definitivos
380,2016,Mujer,(35 a 39),Enero,Viernes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
381,2016,Hombre,(45 a 49),Enero,Viernes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
382,2016,Hombre,(20 a 24),Enero,Domingo,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
383,2016,Hombre,(30 a 34),Enero,Domingo,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
384,2016,Hombre,(30 a 34),Enero,Domingo,Norte de Santander,Tibú,Violenta - Homicidios,Datos definitivos
385,2016,Hombre,(45 a 49),Enero,Martes,Norte de Santander,Sardinata,Violenta - Homicidios,Datos definitivos
386,2016,Hombre,(35 a 39),Enero,Martes,Norte de Santander,Sardinata,Violenta - Homicidios,Datos definitivos
387,2016,Hombre,(55 a 59),Enero,Martes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
388,2016,Hombre,(20 a 24),Enero,Sábado,Norte de Santander,Sardinata,Violenta - Homicidios,Datos definitivos
389,2016,Hombre,(35 a 39),Enero,Domingo,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
390,2016,Hombre,(35 a 39),Enero,Domingo,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
391,2016,Hombre,(00 a 04),Enero,Lunes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
392,2016,Hombre,(25 a 29),Enero,Miércoles,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
393,2016,Hombre,(15 a 17),Enero,Jueves,Norte de Santander,Villa del Rosario,Violenta - Homicidios,Datos definitivos
394,2016,Hombre,(25 a 29),Enero,Viernes,Norte de Santander,Bucarasica,Violenta - Homicidios,Datos definitivos
395,2016,Hombre,(25 a 29),Enero,Viernes,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
396,2016,Hombre,(30 a 34),Enero,Viernes,Norte de Santander,Puerto Santander,Violenta - Homicidios,Datos definitivos
397,2016,Hombre,(55 a 59),Enero,Domingo,Norte de Santander,Tibú,Violenta - Homicidios,Datos definitivos
398,2016,Hombre,(35 a 39),Enero,Martes,Norte de Santander,Puerto Santander,Violenta - Homicidios,Datos definitivos
399,2016,Mujer,(30 a 34),Enero,Jueves,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
400,2016,Hombre,(30 a 34),Enero,Domingo,Norte de Santander,Cúcuta,Violenta - Homicidios,Datos definitivos
401,2016,Hombre,(20 a 24),Enero,Sábado,Antioquia,Carepa,Violenta - Homicidios,Datos definitivos
402,2016,Hombre,(55 a 59),Enero,Viernes,Boyacá,Susacón,Violenta - Homicidios,Datos definitivos
403,2016,Mujer,(30 a 34),Enero,Jueves,Boyacá,Duitama,Violenta - Homicidios,Datos definitivos
404,2016,Hombre,(40 a 44),Enero,Sábado,Magdalena,El Banco,Violenta - Homicidios,Datos definitivos
405,2016,Hombre,(35 a 39),Enero,Miércoles,Antioquia,Envigado,Violenta - Homicidios,Datos definitivos
406,2016,Hombre,(20 a 24),Enero,Viernes,Tolima,Espinal,Violenta - Homicidios,Datos definitivos
407,2016,Hombre,(70 a 74),Enero,Viernes,Tolima,Espinal,Violenta - Homicidios,Datos definitivos
408,2016,Hombre,(15 a 17),Enero,Miércoles,Tolima,Rovira,Violenta - Homicidios,Datos definitivos
409,2016,Mujer,(30 a 34),Enero,Domingo,Cundinamarca,Facatativá,Violenta - Homicidios,Datos definitivos
410,2016,Hombre,(40 a 44),Enero,Domingo,Cundinamarca,Facatativá,Violenta - Homicidios,Datos definitivos
411,2016,Mujer,(45 a 49),Enero,Jueves,Caquetá,Florencia,Violenta - Homicidios,Datos definitivos
412,2016,Hombre,(18 a 19),Enero,Sábado,Caquetá,San Vicente del Caguán,Violenta - Homicidios,Datos definitivos
413,2016,Hombre,(25 a 29),Enero,Domingo,Caquetá,Florencia,Violenta - Homicidios,Datos definitivos
414,2016,Mujer,(20 a 24),Enero,Jueves,Caquetá,Puerto Rico,Violenta - Homicidios,Datos definitivos
415,2016,Hombre,(35 a 39),Enero,Domingo,La Guajira,Fonseca,Violenta - Homicidios,Datos definitivos
416,2016,Hombre,(25 a 29),Enero,Miércoles,La Guajira,Barrancas,Violenta - Homicidios,Datos definitivos
417,2016,Hombre,(35 a 39),Enero,Sábado,Antioquia,Fredonia,Violenta - Homicidios,Datos definitivos
418,2016,Hombre,(40 a 44),Enero,Sábado,Magdalena,Fundación,Violenta - Homicidios,Datos definitivos
419,2016,Hombre,(20 a 24),Enero,Sábado,Magdalena,Fundación,Violenta - Homicidios,Datos definitivos
420,2016,Hombre,(25 a 29),Enero,Sábado,Magdalena,Fundación,Violenta - Homicidios,Datos definitivos
421,2016,Hombre,(30 a 34),Enero,Sábado,Cundinamarca,Fusagasugá,Violenta - Homicidios,Datos definitivos
422,2016,Hombre,(30 a 34),Enero,Domingo,Cundinamarca,Fusagasugá,Violenta - Homicidios,Datos definitivos
423,2016,Hombre,(30 a 34),Enero,Lunes,Cundinamarca,Fusagasugá,Violenta - Homicidios,Datos definitivos
424,2016,Hombre,(30 a 34),Enero,Domingo,Cundinamarca,Fusagasugá,Violenta - Homicidios,Datos definitivos
425,2016,Hombre,(20 a 24),Enero,Miércoles,Huila,Garzón,Violenta - Homicidios,Datos definitivos
426,2016,Hombre,(35 a 39),Enero,Domingo,Cundinamarca,Girardot,Violenta - Homicidios,Datos definitivos
427,2016,Hombre,(20 a 24),Enero,Sábado,Tolima,Flandes,Violenta - Homicidios,Datos definitivos
428,2016,Hombre,(25 a 29),Enero,Jueves,Cundinamarca,Girardot,Violenta - Homicidios,Datos definitivos
429,2016,Hombre,(25 a 29),Enero,Jueves,Tolima,Flandes,Violenta - Homicidios,Datos definitivos
430,2016,Hombre,(25 a 29),Enero,Jueves,Meta,Granada,Violenta - Homicidios,Datos definitivos
431,2016,Hombre,(15 a 17),Enero,Viernes,Meta,Granada,Violenta - Homicidios,Datos definitivos
432,2016,Hombre,(30 a 34),Enero,Jueves,Meta,Granada,Violenta - Homicidios,Datos definitivos
433,2016,Hombre,(75 a 79),Enero,Domingo,Meta,San Juan de Arama,Violenta - Homicidios,Datos definitivos
434,2016,Hombre,(30 a 34),Enero,Viernes,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
435,2016,Hombre,(20 a 24),Enero,Sábado,Tolima,Lérida,Violenta - Homicidios,Datos definitivos
436,2016,Mujer,(00 a 04),Enero,Lunes,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
437,2016,Hombre,(30 a 34),Enero,Martes,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
438,2016,Hombre,(20 a 24),Enero,Martes,Tolima,Líbano,Violenta - Homicidios,Datos definitivos
439,2016,Mujer,(40 a 44),Enero,Sábado,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
440,2016,Hombre,(20 a 24),Enero,Domingo,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
441,2016,Hombre,(25 a 29),Enero,Domingo,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
442,2016,Hombre,(35 a 39),Enero,Sábado,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
443,2016,Hombre,(70 a 74),Enero,Viernes,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
444,2016,Hombre,(30 a 34),Enero,Jueves,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
445,2016,Hombre,(30 a 34),Enero,Domingo,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
446,2016,Hombre,(25 a 29),Enero,Miércoles,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
447,2016,Hombre,(35 a 39),Enero,Viernes,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
448,2016,Hombre,(30 a 34),Enero,Domingo,Tolima,Ibagué,Violenta - Homicidios,Datos definitivos
449,2016,Hombre,(20 a 24),Enero,Domingo,Nariño,Ipiales,Violenta - Homicidios,Datos definitivos
450,2016,Hombre,(50 a 54),Enero,Viernes,Chocó,Istmina,Violenta - Homicidios,Datos definitivos
451,2016,Hombre,(35 a 39),Enero,Lunes,Antioquia,Ebéjico,Violenta - Homicidios,Datos definitivos
452,2016,Hombre,(40 a 44),Enero,Domingo,Antioquia,La Estrella,Violenta - Homicidios,Datos definitivos
453,2016,Mujer,(45 a 49),Enero,Lunes,Antioquia,Itagüí,Violenta - Homicidios,Datos definitivos
454,2016,Hombre,(50 a 54),Enero,Martes,Antioquia,Itagüí,Violenta - Homicidios,Datos definitivos
455,2016,Hombre,(15 a 17),Enero,Domingo,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
456,2016,Hombre,(15 a 17),Enero,Domingo,Antioquia,La Ceja,Violenta - Homicidios,Datos definitivos
457,2016,Hombre,(25 a 29),Enero,Domingo,Caldas,La Dorada,Violenta - Homicidios,Datos definitivos
458,2016,Hombre,(25 a 29),Enero,Lunes,Caldas,La Dorada,Violenta - Homicidios,Datos definitivos
459,2016,Hombre,(55 a 59),Enero,Martes,Caldas,La Dorada,Violenta - Homicidios,Datos definitivos
460,2016,Hombre,(55 a 59),Enero,Martes,Caldas,La Dorada,Violenta - Homicidios,Datos definitivos
461,2016,Hombre,(45 a 49),Enero,Viernes,Amazonas,Leticia,Violenta - Homicidios,Datos definitivos
462,2016,Hombre,(25 a 29),Enero,Viernes,Tolima,Líbano,Violenta - Homicidios,Datos definitivos
463,2016,Hombre,(25 a 29),Enero,Sábado,Córdoba,San Antero,Violenta - Homicidios,Datos definitivos
464,2016,Hombre,(25 a 29),Enero,Martes,Córdoba,Lorica,Violenta - Homicidios,Datos definitivos
465,2016,Mujer,(60 a 64),Enero,Martes,Bolívar,Magangué,Violenta - Homicidios,Datos definitivos
466,2016,Hombre,(25 a 29),Enero,Miércoles,Bolívar,Tiquisio,Violenta - Homicidios,Datos definitivos
467,2016,Hombre,(35 a 39),Enero,Jueves,Sucre,Buenavista,Violenta - Homicidios,Datos definitivos
468,2016,Hombre,(35 a 39),Enero,Domingo,Bolívar,Magangué,Violenta - Homicidios,Datos definitivos
469,2016,Hombre,(30 a 34),Enero,Miércoles,Bolívar,Cicuco,Violenta - Homicidios,Datos definitivos
470,2016,Mujer,(60 a 64),Enero,Miércoles,Bolívar,Cicuco,Violenta - Homicidios,Datos definitivos
471,2016,Hombre,(55 a 59),Enero,Jueves,Bolívar,Tiquisio,Violenta - Homicidios,Datos definitivos
472,2016,Hombre,(35 a 39),Enero,Jueves,Bolívar,Tiquisio,Violenta - Homicidios,Datos definitivos
473,2016,Hombre,(30 a 34),Enero,Jueves,La Guajira,Maicao,Violenta - Homicidios,Datos definitivos
474,2016,Hombre,(20 a 24),Enero,Viernes,La Guajira,Maicao,Violenta - Homicidios,Datos definitivos
475,2016,Hombre,(10 a 14),Enero,Domingo,La Guajira,Maicao,Violenta - Homicidios,Datos definitivos
476,2016,Hombre,(20 a 24),Enero,Martes,La Guajira,Maicao,Violenta - Homicidios,Datos definitivos
477,2016,Hombre,(25 a 29),Enero,Miércoles,La Guajira,Maicao,Violenta - Homicidios,Datos definitivos
478,2016,Hombre,(55 a 59),Enero,Sábado,Caldas,Manizales,Violenta - Homicidios,Datos definitivos
479,2016,Hombre,(18 a 19),Enero,Sábado,Caldas,Manizales,Violenta - Homicidios,Datos definitivos
480,2016,Hombre,(30 a 34),Enero,Miércoles,Caldas,Villamaría,Violenta - Homicidios,Datos definitivos
481,2016,Hombre,(60 a 64),Enero,Domingo,Caldas,Manizales,Violenta - Homicidios,Datos definitivos
482,2016,Hombre,(20 a 24),Enero,Martes,Caldas,Filadelfia,Violenta - Homicidios,Datos definitivos
483,2016,Hombre,(20 a 24),Enero,Miércoles,Caldas,Manizales,Violenta - Homicidios,Datos definitivos
484,2016,Hombre,(45 a 49),Enero,Martes,Caldas,Manizales,Violenta - Homicidios,Datos definitivos
485,2016,Hombre,(15 a 17),Enero,Martes,Caldas,Manizales,Violenta - Homicidios,Datos definitivos
486,2016,Hombre,(50 a 54),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
487,2016,Hombre,(20 a 24),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
488,2016,Mujer,(25 a 29),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
489,2016,Hombre,(60 a 64),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
490,2016,Hombre,(30 a 34),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
491,2016,Hombre,(30 a 34),Enero,Lunes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
492,2016,Hombre,(25 a 29),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
493,2016,Hombre,(25 a 29),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
494,2016,Hombre,(35 a 39),Enero,Viernes,Antioquia,Itagüí,Violenta - Homicidios,Datos definitivos
495,2016,Hombre,(65 a 69),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
496,2016,Hombre,(25 a 29),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
497,2016,Hombre,(35 a 39),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
498,2016,Hombre,(20 a 24),Enero,Lunes,Antioquia,Caldas,Violenta - Homicidios,Datos definitivos
499,2016,Hombre,(30 a 34),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
500,2016,Hombre,(40 a 44),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
501,2016,Hombre,(35 a 39),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
502,2016,Hombre,(30 a 34),Enero,Miércoles,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
503,2016,Hombre,(55 a 59),Enero,Miércoles,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
504,2016,Hombre,(65 a 69),Enero,Miércoles,Antioquia,Girardota,Violenta - Homicidios,Datos definitivos
505,2016,Hombre,(25 a 29),Enero,Jueves,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
506,2016,Hombre,(55 a 59),Enero,Jueves,Antioquia,Salgar,Violenta - Homicidios,Datos definitivos
507,2016,Hombre,(30 a 34),Enero,Jueves,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
508,2016,Hombre,(55 a 59),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
509,2016,Hombre,(18 a 19),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
510,2016,Hombre,(20 a 24),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
511,2016,Hombre,(20 a 24),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
512,2016,Hombre,(25 a 29),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
513,2016,Hombre,(35 a 39),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
514,2016,Hombre,(35 a 39),Enero,Domingo,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
515,2016,Hombre,(18 a 19),Enero,Lunes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
516,2016,Hombre,(20 a 24),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
517,2016,Hombre,(18 a 19),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
518,2016,Hombre,(35 a 39),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
519,2016,Mujer,(45 a 49),Enero,Miércoles,Antioquia,Girardota,Violenta - Homicidios,Datos definitivos
520,2016,Mujer,(18 a 19),Enero,Miércoles,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
521,2016,Hombre,(20 a 24),Enero,Miércoles,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
522,2016,Hombre,(20 a 24),Enero,Jueves,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
523,2016,Hombre,(15 a 17),Enero,Jueves,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
524,2016,Hombre,(20 a 24),Enero,Viernes,Antioquia,Bello,Violenta - Homicidios,Datos definitivos
525,2016,Mujer,(15 a 17),Enero,Lunes,Antioquia,Rionegro,Violenta - Homicidios,Datos definitivos
526,2016,Hombre,(25 a 29),Enero,Sábado,Antioquia,Bello,Violenta - Homicidios,Datos definitivos
527,2016,Hombre,(25 a 29),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
528,2016,Hombre,(40 a 44),Enero,Domingo,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
529,2016,Hombre,(55 a 59),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
530,2016,Hombre,(20 a 24),Enero,Domingo,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
531,2016,Hombre,(70 a 74),Enero,Lunes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
532,2016,Hombre,(35 a 39),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
533,2016,Hombre,(15 a 17),Enero,Martes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
534,2016,Hombre,(40 a 44),Enero,Miércoles,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
535,2016,Hombre,(30 a 34),Enero,Jueves,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
536,2016,Mujer,(20 a 24),Enero,Miércoles,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
537,2016,Hombre,(35 a 39),Enero,Sábado,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
538,2016,Hombre,(25 a 29),Enero,Viernes,Antioquia,Medellín,Violenta - Homicidios,Datos definitivos
539,2016,Hombre,(30 a 34),Enero,Sábado,Antioquia,Bello,Violenta - Homicidios,Datos definitivos
540,2016,Hombre,(30 a 34),Enero,Martes,Córdoba,Montelíbano,Violenta - Homicidios,Datos definitivos
541,2016,Hombre,(20 a 24),Enero,Martes,Córdoba,Montelíbano,Violenta - Homicidios,Datos definitivos
542,2016,Hombre,(20 a 24),Enero,Lunes,Antioquia,Cáceres,Violenta - Homicidios,Datos definitivos
543,2016,Hombre,(25 a 29),Enero,Martes,Córdoba,Montelíbano,Violenta - Homicidios,Datos definitivos
544,2016,Hombre,(30 a 34),Enero,Sábado,Córdoba,Montelíbano,Violenta - Homicidios,Datos definitivos
545,2016,Hombre,(20 a 24),Enero,Domingo,Córdoba,Montelíbano,Violenta - Homicidios,Datos definitivos
546,2016,Hombre,(15 a 17),Enero,Martes,Antioquia,El Bagre,Violenta - Homicidios,Datos definitivos
547,2016,Hombre,(15 a 17),Enero,Miércoles,Antioquia,El Bagre,Violenta - Homicidios,Datos definitivos
548,2016,Hombre,(18 a 19),Enero,Miércoles,Antioquia,El Bagre,Violenta - Homicidios,Datos definitivos
549,2016,Hombre,(30 a 34),Enero,Sábado,Antioquia,El Bagre,Violenta - Homicidios,Datos definitivos
550,2016,Hombre,(25 a 29),Enero,Jueves,Antioquia,Zaragoza,Violenta - Homicidios,Datos definitivos
551,2016,Hombre,(15 a 17),Enero,Martes,Antioquia,El Bagre,Violenta - Homicidios,Datos definitivos
552,2016,Hombre,(20 a 24),Enero,Lunes,Antioquia,El Bagre,Violenta - Homicidios,Datos definitivos
553,2016,Hombre,(35 a 39),Enero,Martes,Córdoba,Puerto Escondido,Violenta - Homicidios,Datos definitivos
